question,answer
"Slamat siang dok..Saya mau tanya. Sudah sekitar 5 bln ininkencing saya berbuasa , trus kulit tangan saya muncul ruam2 kecil yg byk sehingga terlihat kasar . Sya juga sering terasa dingin di bagian tulang belakang ..Apakah saya menjurus ke sakit ginjal dok.Trus apa yg saya harus lakukan.Trima kasih","Alo Rita Syaranamual terimakasih telah bertanya dengan Alodokter. Beberapa penyebab dari keluhan Anda antara lain: Dehidrasi Kerusakan ginjal akibat penyakit kencing manis Infeksi pada ginjal Lupus nefritis Nefrotik sindrom Kulit kering ( xerosis ) Dermatitis kontak  alergi atauiritan Air seni atau urin yang berbusa bisa terjadi karena menahan kencing sehingga nanti urin yang keluar menjadi lebih deras dan menyebabkan terbentuknya gelembung atau berbusa. Ketika kurang minum atau sedang dehirasi juga terkadang bisa menyebabkan kencing berbusa. Penyebab yang lebih serius dari kencing berbusa adalah proteinuria  yaitu suatu kondisi medisi dimana terdapat kelebihan protein yang keluar melalui urin dan ketika kencing akan terlihat menjadi seperti berbusa. Jika memang disebabkan karena kerusakan ginjal atau karena kebocoran protein tersebut maka sebaiknya harus segera ditangani oleh dokter agar mencegah penyakit ginjal kronikyang permanen dan memerluka cuci darah. Anda juga dapat memperhatikan tanda bahaya berikut ini seperti apakah anda pembengkakan di daerah kaki-perut-kelopak mata, sesak napas, jumlah air kencing yang semakin lama semakin sedikit, perasaan nyeri atau terbakar saat buang air kecil, lemas atau tidak sadarkan diri maka sebaiknya segera menuju ke fasilitas kesehatan terdekat. Untuk menentukan penyebab pasti dari keluhan Anda apakah suatu penyakit ginjal atau bukan sebaiknya berkonsultasi dengan  dokter spesialis penyakit dalam. Dokter Anda perlu memerlukan informasi lebih lanjut, pemeriksaan fisik langsung, ataupun pemeriksaan laboratorium seperti pemeriksaan dan analisa dari air kencing atau urin. Beberapa hal yang anda dapat lakukan adalah: Konsumsi air putih dan istirahat yang cukup Konsumsi makanan dengan gizi seimbang Mencapai berat badan yang ideal Hindari stres atau pikiran berlebihan Menggunakan pelembap kulit untuk mengurangi risiko kulit kering dan melindungi kulit Jangan menggunakan sabun, shampoo ataupun kosmetik yang mengandung bahan kimia yang keras Untuk sumber bacaan lainnya, anda dapat membaca  topik ini. Semoga informasi ini dapat bermanfaat untuk anda."
"Siang dok , dok saya mau konsultasi nih kulit saya ini terasa sensitif . cuma digaruk lalu luka nah bekas lukanya itu menghitam juga lama hilangnya dok bikin kurang pede . nah saya mau minta konsultasi obat dan pencegahannya bagaimana dok ? Juga obat yang cepat untuk menghilangkan bekas luka yang menghitam. Makasih dok","Alo Dharmamhs, Terimakasih telah bertanya ke Alodokter. Beberapa orang memang memiliki jenis kulit yang lebih mudah mengalami luka dan peradangan dibanding orang lainnya. Kondisi ini tidak selalu berbahaya. Namun, pada beberapa kasus, kondisi kulit yang seperti ini bisa juga terjadi karena  dermatitis atopik ,  psoriasis ,  xerosis , gangguan pembuluh darah, gangguan imunitas, dan banyak lagi penyakit lainnya. Tentu, adanya luka dan peradangan ini tidak semata-mata dipengaruhi oleh jenis kulit Anda, namun juga oleh penyebab trauma pada kulit, penanganan yang dilakukan, dan banyak lagi faktor lainnya. Menggaruk kulit secara berlebihan jelas bisa memicu hiperpigmentasi yang membuat bekas luka di kulit kemudian menjadi menghitam. Kondisi ini bisa menimpa siapa saja, dan seringkali memerlukan waktu penyembuhan yang lebih lama dibandingkan dengan luka asalnya itu sendiri. Sebaiknya, Anda periksakan langsung kondisi kulit Anda ke dokter atau  dokter spesialis kulit  agar dievaluasi lebih lanjut kemungkinan kondisi yang mendasarinya, sekaligus juga penanganan yang terbaik untuk mengatasinya. Beberapa jenis krim atau obat bisa juga dokter resepkan untuk mengatasi keluhan Anda. Agar bekas kehitaman memudar, bisa juga dokter menganjurkan Anda menjalani tindakan medis lainnya, contohnya laser, dermabrasi, terapi fotodinamika, peeling, dan sebagainya. Untuk saat ini, Anda bisa berfokus dulu lakukan tips berikut: Rajin mencuci tangan dan memendekkan kuku Anda secara berkala Rajin juga mandi supaya kebersihan kulit terjaga dengan baik Tidak menggaruk atau menggosok kulit berlebihan Jika muncul luka di kulit, cuci dengan bersih, jangan dikelupasi sebelum sembuh sempurna, dan jangan juga diberikan obat sembarangan tanpa saran dokter Selalu kenakan pakaian yang nyaman dan berbahan lembut Kenakan juga tabir surya dan pelembab kulit sebelum beraktifitas Perbanyak minum, makan buah dan sayur-sayuran untuk menutrisi kulit dari dalam Semoga membantu ya.."
"Hallo dok. Bayi sy usia 2,5bulan. Pada alis nya ada bintik2 putih seperti panu. Salep apa yg boleh d gunakan buat mengobati nya.","Alo Merry, Terimakasih telah bertanya ke Alodokter. Bintik-bintik putih di alis bayi seringnya bukan merupakan kondisi yang berbahaya. Bisa jadi, bintik-bintik putih di alis bayi Anda disebabkan oleh sel-sel kulit mati dan kotoran (termasuk misalnya karena sisa bedah atau ASI yang mengering) yang menumpuk akibat proses pembersihan yang kurang optimal. Atau, bisa juga, bintik putih ini terjadi akibat: Infeksi kulit, seperti karena  jamur , bakteri, tungau, atau virus Kulit kering ( xerosis ) Dermatitis seboroik  (peradangan kulit kronis yang membuat kulit bersisik dan mengeluas seperti ketombe) Psoriasis  (peradangan kulit kronis akibat kelainan autoimun yang menyebabkan kulit beregenerasi sangat cepat) Lain-lain, misalnya dermatitis kontak, dermatitis atopik, dan sebagainya Kondisi ini bisa Anda tangani dulu dengan beberapa langkah alami seperti: Mandikan bayi dengan teratur pagi dan sore hari menggunakan produk mandi khusus bayi Bersihkan alisnya dengan kassa bersih secara perlahan, jangan dikelupasi atau dicungkil paksa bintik yang muncul Tidak berlebihan menggunakan bedak di wajah bayi Oleskan area sekitar alis bayi dengan minyak zaitun atau minyak kelapa agar tidak kering Beri bayi ASI yang cukup agar daya tahan tubuhnya selalu terjaga Tidak membiarkan kulit bayi berkontak dengan substansi yang bisa menyebabkannya alergi atau iritasi Jika dalam 1 minggu keluhan bayi Anda tidak juga membaik, malah justru menyebar atau membuat bayi tampak tidak nyaman, sebaiknya Anda periksakan ia langsung ke dokter atau  dokter spesialis anak  agar diberikan solusi yang terbaik ya.. Semoga membantu."
Dok saya kalok makan pedas pedasan rambut saya terasa gatel gimana cara mengatasinya dok tolong beri tau?,"Hai Andis, Terimakasih telah bertanya ke Alodokter.   Sesungguhnya, tidak ada keterkaitan langsung antara konsumsi makanan pedas dengan  gatal  di kulit yang berambut. Namun, konsumsi makanan pedas pada beberapa orang yang sensitif bisa memicu peningkatan produksi keringat, termasuk juga di area kulit yang berambut. Kelembaban kulit yang meningkat akibat keringat berlebih ini bisa saja memicu rasa gatal. Tidak hanya itu, gatal di area tubuh yang berambut juga bisa muncul karena dipicu hal lain, contohnya: Xerosis  (kulit kering) Dermatitis seboroik  (peradangan kulit kronis yang membuat kulit bersisik seperti ketombe, berkaitan dengan infeksi jamur Malassezia) Infeksi kulit, misalnya akibat jamur, bakteri, kutu Dermatitis kontak  (peradangan kulit akibat kontak dengan substansi yang bersifat iritatif, atau akibat alergi terhadap substansi tertentu yang berkontak dengan kulit), misalnya shampo, sabun, deodoran, kosmetika, zat pewarna rambut Iritasi, misalnya akibat gesekan yang berlebihan, penggunaan penutup kepala atau pakaian yang terlalu ketat Neurodermatitis  (peradangan kulit kronis akibat dipicu atau diperberat oleh stres psikis) Gigitan serangga atau hewan lainnya Alergi, dan sebagainya Saran kami, bila jelas pencetus akan kondisi Anda adalah karena mengkonsumsi makanan pedas, maka sebaiknya Anda hindari konsumsi makanan pedas tersebut secara berlebihan. Selain itu, Anda pun sebaiknya tidak menggaruk-garuk berlebihan kulit yang gatal. Agar gatal mereda, sebaiknya Anda mandi dengan teratur, cuci rambut Anda dengan bersih lalu keringkan dengan baik agar tidak menjadi lembab. Hindari bertukar penutup kepala atau pakaian dengan orang lain. Lindungi juga kulit yang berambut dari keringat yang berlebihan, selain dengan rajin mandi, juga dengan mengenakan pakaian yang longgar, berbahan sejuk, dan membatasi aktifitas berlebihan di bawah sinar matahari. Hindari menaburkan atau mengoleskan obat sembarangan pada kulit yang gatal, kecuali jika disarankan langsung oleh dokter. Apabila dengan langkah di atas keluhan Anda tidak kunjung membaik, sebaiknya Anda periksakan langsung diri Anda ke dokter atau  dokter spesialis kulit  ya.. Dengan evaluasi klinis secara langsung, umumnya dokter sudah dapat membedakan penyebab gatal Anda berikut menentukan penanganan yang terbaik. Semoga membantu ya..   dr. Nadia Nurotul Fuadah"
"dok mau tanya kulit sidik jari jempol saya mengelupas dan sampai sekarang belum kembali seperti semula gimana yah buat balikinya,","Hai Peby, Terimakasih telah bertanya ke Alodokter.   Pengelupasan kulit sesungguhnya tidak selalu mencerminkan suatu kelainan. Normalnya, kulit memang akan beregenerasi setiap 28 hari sekali, sehingga sel-sel kulit yang sudah tua dan mati akan mengelupas dan terlepas, digantikan oleh sel kulit baru yang lebih sehat. Kulit yang mengelupas bisa juga terjadi akibat kelembabannya yang terganggu. Kondisi ini bisa muncul akibat kurang minum, terlalu banyak berpanas-panasan, terlalu sering menggosok-gosok kulit, atau juga akibat penggunaan produk perawatan kulit (seperti sabun, bedak) yang tidak tepat.  Namun, pada kondisi yang abnormal, bisa juga kulit ibu mengelupas akibat adanya suatu penyakit, contohnya  tinea manum  (infeksi jamur tangan),  dermatitis seboroik ,  dermatitis kontak , infeksi bakteri atau virus,  psoriasis ,  liken planus ,  xerosis  (kulit kering), dan sebagainya. Anda bisa atasi dulu keluhan Anda dengan upaya berikut: Mandilah dengan rajin dan cuci tangan Anda, pilih sabun yang mengandung pelembab sehingga kulit tidak menjadi kering Tidak menggosok kulit tangan dan anggota tubuh lain secara berlebihan, termasuk misalnya saat mengeringkan tubuh sehabis mandi Gunakan moisturizer untuk membantu meningkatkan kelembaban kulit Hindari kontak antara kulit tangan dan jari dengan substansi yang sifatnya iritatif, contohnya detergen  Jangan mengelupasi paksa kulit jari yang terkelupas Perbanyak minum Namun, bila keluhan tetap tidak membaik dalam 1 hingga 2 minggu, atau timbul keluhan seperti kulit yang kemerahan, pecah-pecah, nyeri, gatal, dan sebagainya, maka jangan tunda untuk memeriksakan diri Anda langsung ke dokter atau  dokter spesialis kulit  agar mendapat perawatan yang tepat ya.. Semoga membantu.   dr. Nadia Nurotul Fuadah"
"sore dok.. mau tanya perihal gatal di wajah yg saya rasa, setiap keluar keringat di wajah pasti terasa gatal..itu kenapa ya doc?","Hai Nur, Terimakasih telah bertanya ke Alodokter.   Kondisi kulit yang lembab akibat banyak berkeringat memang bisa memicu rasa gatal. Tidak hanya di wajah, kulit pada bagain tubuh lain pun bisa mengalami keluhan serupa. Selain itu, kelembaban yang tinggi pada kulit juga merupakan media yang sangat baik bagi mikroorganisme penyebab infeksi untuk berkembang biak dengan subur, contohnya  jamur , bakteri, atau lainnya. Infeksi ini bisa memicu peradangan pada kulit yang akhirnya memicu rasa gatal. Selain itu, bisa juga  gatal pada kulit  muncul akibat faktor lain, contohnya  xerosis  (kulit kering), dermatitis kontak, dermatitis atopik, neurodermatitis, perubahan hormonal (contohnya saat hamil), hingga gangguan pada organ dalam, contohnya hati, saluran empedu, ginjal, dan sebagainya. Bila jelas pencetus gatal tersebut adalah kondisi kulit wajah yang berkeringat, maka Anda bisa siasati keluhan tersebut dengan lakukan upaya berikut: Hindari berdiam di bawah terik matahari atau lingkungan yang panas dan gerah terlalu lama Gunakan tisue untuk mengelap keringat yang menetes di kulit wajah Gunakan kipas atau AC untuk membuat kulit lebih sejuk Hindari penggunaan kosmetika terlalu tebal yang memicu produksi keringat berlebihan Kenakan juga pakaian yang nyaman dan menyerap keringat Langsung mandi apabila tubuh Anda banyak berkeringat Cuci wajah Anda secara teratur setiap mandi dan habis membersihkan kosmetika Kurangi konsumsi makanan atau minuman yang terlalu panas dan pedas agar produksi keringat tidak meningkat berlebihan Tidak menggaruk kulit yang gatal secara berlebihan Apabila keluhan tidak membaik dengan langkah di atas dalam 3 hari, sebaiknya Anda periksakan langsung diri Anda ke dokter atau  dokter spesialis kulit  agar diberikan penanganan yang sesuai ya.. Semoga membantu.   dr. Nadia Nurotul Fuadah"
"Halo dok,saya ingin bertanya bagaimana caranya menyembuhkan kulit kering pada kuku kaki saya??","Hai  Ø±ÙÙŠ Ø§Ø­Ù…Ø¯ ÙØ¤Ø®ÙŠ Terimakasih telah bertanya ke Alodokter.   Kulit di sekitar kuku kaki yang mengering  seringkali menandakan suatu iritasi. Iritasi ini bisa terjadi berkaitan dengan penggunaan alas kaki yang tidak tepat, garukan atau gesekan berlebihan, dan sebagainya. Akibat iritasi ini, kelembaban kulit bisa terganggu, akibatnya kulit bisa menjadi kering, pecah-pecah, mengelupas, mengalami luka, atau menyebabkan rasa gatal. Bisa juga, kulit sekitar kuku kaki menjadi kering akibat sebab lain, misalnya: Infeksi jamur Dermatitis seboroik  (peradangan kulit kronis yang membuat kulit berisisik layaknya ketombe, berkaitan dengan infeksi jamur Malassezia) Dermatitis kontak  (peradangan kulit akibat berkontak dengan substansi iritatif atau alergenik) Infeksi virus, bakteri, atau tungau Neurodermatitis (peradangan kulit kronis yang dipicu atau diperberat oleh stres) Xerosis (kulit kering) Psoriasis (kelainan autoimun yang membuat kulit beregenerasi berlebihan, menebal, kering, mengelupas, dan mengalami luka), dan sebagainya Kondisi ini pada umumnya tidak berbahaya. Namun, apabila dibiarkan, bukan tidak mungkin kulit yang kering tersebut menjadi luka dan luka ini merupakan media yang sangat baik bagi mikroorganisme penyebab penyakit untuk masuk dan menginfeksi tubuh. Karenanya, keluhan Anda tetap perlu mendapat perhatian yang serius. Berikut upaya awal yang sebaiknya Anda lakukan: Rajin mandi dan cuci kaki Anda dengan benar Setiap habis beraktifitas di lingkungan yang kotor atau becek, cuci kembali kaki Anda Pastikan Anda mengeringkan dengan baik kaki Anda sebelum mengenakan alas kaki Gunakan moisturizer pada kaki yang kering Pilih alas kaki yang bersih, nyaman, berbantalan empuk, dan tidak terlalu sempit Tidak mengelupasi kulit kaki yang kering Tidak mengoleskan atau memberikan obat dan penanganan apapun pada kulit kaki yang kering, kecuali disarankan langsung oleh dokter Perbanyak minum dan konsumsi buah serta sayuran yang baik untuk menutrisi kulit Hindari kontak antara kulit kaki dengan substansi yang bersifat iritatif, misalnya detergen Apabila Anda merasa tidak kunjung ada perbaikan yang berarti setelah konsisten melakukan tips di atas dalam 1 hingga 2 minggu, sebaiknya Anda periksakan diri Anda langsung ke dokter atau  dokter spesialis kulit  agar mendapat penanganan yang terbaik ya.. Semoga membantu.   dr. Nadia Nurotul Fuadah"
 kering dan semakin melebar,"27 August 2018, 15:28"
 kering dan mengelupas,"10 September 2018, 02:42"
"Siang dok, salam alodokter Dokter, saya mau bertanya perihal kulit tubuh yang terlihat agak kasar khususnya di telapak tangan dan kaki. Itu penyebab nya apa ya dok dan minta sarannya dok agar bisa menjaga kulit tetap sehat.  Kemudian, maaf ya dok saya nanya 2x Kalo terjadi nyeri pada gusi gigi selama berhari2 itu kenapa ya (akibatnya susah mengunyab dan menelan? Saya sudah mencoba menjaga makanan yg dimakan agar tdk timbul iritasi yg lbh parah.","Hai, terimakasih sudah bertanya di alodokter. Terdapat beberapa penyakit buang mungkin berkaitan dengan keluhan pada telapak kaki dan tangan Anda, yaitu 1.  Callus  atau kapalan adalah penebalan kulit akibat gesekan atau tekanan yang berulang. Sering terjadi pada telapak kaki dan tangan. Faktor resiko meningkat pada wanita (terutama yang suka menggunakan high heels), menggunakan sepatu sempit dan terlalu sering menulis. Kapalan akan tampak sebagai kulit yang menebal, berwarna kekuningan, dapat terasa nyeri. 2.  Xerosis kutis  merupakan penyakit kulit yang ditandai kulit kering, kasar dan mengelupas. Disebabkan oleh, kekurangan vitamin A, penurunan kemampuan menghasilkan minyak kulit dan dehidrasi karena asupan cairan kurang. Resiko mengalami penyakit ini meningkat pada orang tua, kebiasaan berenang di kolam renang yang diklorinisasi, kebiasaan mandi dengan air hangat dan tinggal di tempat dingin dengan kelembaban rendah. Untuk mengetahui dan mendapatkan pengobatan mengenai keluhan anda tersebut ada baiknya anda berkonsultasi dengan  dokter kulit  agar dokter bisa melihat langsung kondisi telapak tangan dan kaki anda. Sementara itu, anda dapat menggunakan pelembab kulit atau handbody untuk membantu perbaikan kondisi dan mencegah kondisi menjadi lebih parah. Untuk pertanyaan ke dua anda, penyakit yang dapat berkaitan dengan keluhan pada gusi anda yaitu : 1. Gingivitis atau peradangan pada gusi. 2. Stomatitis atau sariawan pada gusi. Untuk mengatasi hal ini, sebaiknya anda berkonsultasi dengan  dokter gigi.  Sementara itu, anda dapat mengonsumsi vitamin C untuk membantu perbaikan kondisi mulut anda. Demikian, semoga bermanfaat ya."
"Halo dok saya mau bertanya. Beberapa hari ini kulit telapak tangan saya mengelupas. Awalnya diujung jari saya mengelupas kemudian ke telapak tangan seperti bintik putih lalu mengelupas, sebelumnya saya terkena kerumut dok apa mungkin ini pengaruh dari kerumutnya ya dok?atau ada penyebab lainnya dan bagaimana cara mengatasinya?mohon bantuannya dok terimakasih","Hai Wulan04, Kerumut (atau disebut juga  campak ) merupakan suatu kondisi yang disebabkan oleh infeksi virus dan menyebabkan timbulnya ruam kemerahan di kulit, demam, batuk, pilek, mata merah dan bercak pada mulut. Ruam yang timbul akibat campak umumnya berupa bercak kemerahan yang sedikit menimbul dan saling menyatu dan dapat disertai rasa gatal. Meskipun campak dapat timbul di seluruh tubuh, namun jarang timbul pada area telapak tangan.  Jika Anda sebelumnya mengalami campak kemudian saat ini timbul pengelupasan kulit telapak tangan, kedua kondisi ini dapat saling berkaitan maupun tidak. Perlu diketahui pula bahwa pada penyakit infeksi yang menimbulkan demam, kondisi ini dapat saja memicu timbulnya dehidrasi atau kekurangan cairan sehingga menyebabkan kulit kering hingga mengelupas, termasuk pada telapak tangan. Namun demikian, telapak tangan yang mengelupas dapat pula disebabkan oleh faktor yang lain seperti: Kondisi normal proses pergantian kulit Kulit kering Kurangnya asupan cairan Dermatitis kontak  (misalnya akibat penggunaan sabun, detergen, pewangi, cairan pembersih atau bahan kimia lainnya) Reaksi alergi Infeksi Psoriasis Pengelupasan kulit telapak tangan yang normal umumnya berlangsung selama beberapa hari. Namun jika kondisi yang Anda alami terus berlangsung, ada baiknya Anda berkonsultasi dengan dokter agar dapat diperiksa lebih lanjut. Melalui pemeriksaan fisik dokter akan dapat menelusuri penyebabnya dasarnya, dengan demikian Anda dapat diberikan penanganan yang tepat. Untuk mengurangi keluhan berikut ini beberapa tips bagi Anda: Gunakan pelembab pada kulit telapak tangan secara teratur setiap kali sehabis mandi dan sebelum tidur malam Hindari kontak kulit dengan sabun yang keras, detergen, cairan pembersih atau bahan kimia lainnya Hindari mengorek-ngorek atau mengelupas sendiri kulit telapak tangan untuk mencegah iritasi lebih lanjut Perbanyak konsumsi air putih minimal 2 liter sehari Informasi yang berkaitan dapat dibaca pada laman berikut: Cara mengatasi kulit tangan mengelupas Semoga bermanfaat ya."
Selamat pagi Alodokter saya mengalami gatal gatal yg terasa hangat setalah di garuk beberapa hari yang lalu saya sakit gigi dan mengkonsumsi obat etoricoxib setiap hari sakit gigi saya kambuh saya baru baru ini menggunakan obat tersebut apakah gatal tersebut efek obat tersebut dan bagaimana solusinya dokter terimakasih,"Halo, terimakasih atas pertanyaannya untuk Alodokter   Gatal pada kulit sebenarnya dapat disebabkan oleh banyak kemungkinan, beberapa diantaranya adalah: alergi obat atau makanan kulit kering infeksi kulit (bisa oleh bakteri, virus, jamur, ataupun parasit) gigitan serangga penyakit kulit lainnya seperti  dermatitis kontak ,  dermatitis seboroik ,  dermatitis atopik ,  psoriasis , dll penyakit sistemik yang menyebabkan gatal pada kulit, misalnya diabetes, kolestasis (sumbatan cairan empedu), gangguan hati dan ginjal, dll Bila memang gatal anda muncul saat anda konsumsi obat tersebut, menghilang saat anda berhenti konsumsi obat, dan muncul kembali saat anda konsumsi obat kembali, maka kemungkinan besar penyebab gatal anda memang obat tersebut. Dalam kasus ini, sebaiknya untuk seterusnya anda tidak mengkonsumsi obat tersebut lagi. Beritahukan dokter anda agar tidak meresepkan obat Etoricoxib lagi untuk mengatasi nyeri. Beberapa hal yang dapat anda lakukan untuk mengurangi gatal antara lain: Hindari konsumsi obat tersebut untuk seterusnya Kompres gatal dengan kompres dingin Gunakan krim/losion yang mengandung calamine untuk membantu meredakan gatal Konsumsi obat jenis antihistamin yang dijual bebas Bila gatal tidak membaik dengan cara di atas, segera konsultasikan ke dokter. Pada dasarnya sakit gigi harus dicaritahu dan ditangani penyebabnya agar tidak terus terjadi. Sebaiknya anda berkonsultasi juga ke  dokter gigi  agar dilakukan pemeriksaan lebih lanjut terhadap gigi anda tersebut dan diberikan penanganan yang sesuai bila memang terdapat masalah tertentu pada gigi dan gusi anda.   Sekian informasi dari saya, semoga cukup menjawab"
"malam Dokter, saya mau bertanya. Sudah hampir 1 bulan ini kulit tangan saya terkupas terus, dan terasa kasar sekali. kulit kepala saya juga, hari ini keramas, besoknya gak, lusanya kepala saya udah dipenuhi dengan kulit yang terkupas, jadi setiap kali mau keramas kepala saya, saya sisirin kuat-kuat supaya kulit yang kering terkupas semua. dan kulit disekitar siku saya juga sering terkupas tanpa saya sadar karena dia tidak kering, tapi kalau saya pakai celana hitam sambil bertongkat dagu, sering ada bercak-bercak putih yang tertinggal di celana hitamnya bekas kulit kering dari siku saya. dengan gejala seperti ini apa saya lagi mengidap suatu penyakit dok? terimakasih sebelumnya untuk jawabannya dok.","Hai Paulina, saya dapat merasakan kekawatiran anda. Berikut saya jelaskan penyakit yang dapat terjadi pada keluhan anda : 1.  Xerotis kutis , merupakan penyakit kulit yang ditandai kulit kering, kasar dan mengelupas. Disebabkan oleh, kekurangan vitamin A, penurunan kemampuan menghasilkan minyak kulit dan dehidrasi karena asupan cairan kurang. Resiko mengalami penyakit ini meningkat pada orang tua, kebiasaan berenang di kolam renang yang diklorinisasi, kebiasaan mandi dengan air hangat dan tinggal di tempat dingin dengan kelembaban rendah. 2. Eritoderma, penyakit kulit yang ditandai kulit memerah dan bersisik, hampir mengenai seluruh tubuh. Penyebabnya belum diketahui. Faktor resiko dapat meningkatkan pada orang alergi suhu atau makanan, dan orang dengan kulit sensitif sehingga mudah mengalami iritasi. Saya sarankan sebaiknya anda berkonsultasi ke  dokter kulit  agar dapat pengobatan yang sesuai dengan penyebabnya. Jika kondisi anda dicurigai akibat kekurangan vitamin A, dokter akan memeriksa kadar vitamin A dalam darah dan melihat perbaikan kondisi setelah pemberian vitamin A. Anjuran yang dapat anda lakukan untuk memperbaiki kondisi anda adalah : 1. Gunakan pelembab kulit, terutama setiap habis mandi. 2. Minum air putih banyak. 3. Jangan menggaruk bagian kulit yang gatal karena dapat menyebabkan terjadinya luka garuk, yang jika terinfeksi menimbulkan penyakit baru. Demikian semoga bermanfaat ya."
"Assalamualaikum dok.. Sy mau tanya dok soal kelopak mata yg iritasi seperti luka lecet itu knp yah getel perih trus bulu mata nya mulai rontok trus Sy minum obat alergi dok yg buat gatel2 ilang sih lecet nya pun mengering tpi pas Sy berhenti minum nya kumat LG mohon pencerahannya kira2 penyakit apa yah dok trus Sy harus berobat kemana dokter umum, kulit atau mata terima kasih mohon jawaban nya","Selamat pagi, terima kasih telah bertanya di Alodokter. Luka lecet tidak bisa muncul dengan sendirinya. Luka lecet adalah luka yang terbentuk karena gesekan kulit dengan suatu benda padat, bisa itu aspal, kulit, sisi dalam sepatu, dan lain sebagainya. Tidak ada penyakit tertentu yang bisa menimbulkan luka lecet begitu saja. Sehingga pada kasus Anda, dugaan kami adalah karena ada gejala gatal, entah disadari atau tidak, ketika Anda menggaruk, gesekan itulah yang menimbulkan lecet pada kelopak mata Anda. Kemudian rasa gatal dan perih, juga bulu mata yang rontok yang Anda alami itu bisa terjadi karena berbagai kemungkinan, seperti infeksi bakteri, benda asing, iritasi mata karena partikel kecil, lensa kontak, atau penyumbatan kelenjar minyak pada kelopak mata. Namun karena Anda selama ini menggunakan obat alergi dan keluhannya berkurang, kemungkinan besar yang terjadi pada Anda itu adalah salah satu bentuk alergi. Penyebab alerginya bisa berbagai macam, bisa kosmetik, pewarna alis, bedak, sabun, atau sesuatu yang Anda makan. Saran kami sekarang, karena kami juga tidak melihat secara langsung dimana letak keluhan yang Anda maksud, untuk menghindari kesalahpahaman, lebih baik Anda periksakan diri Anda ke dokter umum terlebih dahulu untuk dilakukan pemeriksaan secara langsung. Sampaikan bahwa ini sudah terjadi berlarut-larut dan bila dokter umum Anda merasa kondisi tersebut membutuhkan penanganan spesialis, dia yang akan memilihkan spesialis mana yang lebih tepat untuk Anda, apakah mata atau kulit, berdasarkan pemeriksaan yang dilakukannya. Sementara itu, hindari mengucek atau menggaruk bagian tersebut, coba pikirkan lagi apakah ada sesuatu yang baru Anda gunakan ketika keluhan itu muncul pertama kali, dan coba untuk mengompresnya dengan kompres dingin untuk mengurangi gatal. Sekian, semoga menjawab pertanyaan Anda."
"Malam dok,,saya mau tanya udh satu minggu ini daerah miss v sya gatal bgt pdhl gx keputihan/haid itu knpa ya dok ???? Klo berobat k dookter spesialis apa ???","Hai Mawar, Terimakasih telah bertanya ke Alodokter.   Gatal di sekitar vagina  tidak selalu terjadi saat mengalami menstruasi ataupun keputihan. Gatal ini bisa merupakan kondisi yang terjadi akibat gangguan fisik ataupun mental. Beberapa jenis penyebab gatal pada vagina yang tersering ialah: Perubahan hormonal, contohnya ketika mendekati menstruasi atau mendekati menopause Kulit vagina yang kering (xerosis) Infeksi pada kulit vagina, contohnya akibat jamur (tinea cruris, candidiasis), tungau (skabies), bakteri (folikulitis) Peradangan pada kulit vagina karena sebab lain (selain infeksi), contohnya dermatitis seboroik, neurodermatitis, psoriasis, dermatitis kontak Gangguan mental, contohnya karena kecemasan berlebihan, serangan panik, dan sebagainya Selain gatal, adakah keluhan lain yang Anda alami, contohnya kulit vagina yang kemerahan, bruntusan, bengkak, mengelupas, bersisik, dan sebagainya? Kapan saja biasanya rasa gatal tersebut muncul? Apakah Anda habis mengkonsumsi makanan atau obat tertentu? Jika gatal yang Anda alami terasa sangat mengganggu, coba periksakan diri Anda langsung ke dokter atau  dokter spesialis kulit dan kelamin . Melalui evaluasi fisik menyeluruh, dokter umumnya bisa mengidentifikasi penyebab gatal, berikut dengan penanganan terbaiknya, apakah cukup dengan pemberian obat topikal, obat minum, atau mungkin juga penanganan lainnya. Sementara ini, berikut saran awal dari kami: Jangan berlebihan menggaruk vagina yang gatal Bersihkan secara benar vagina Anda saat habis buang air, saat mandi, dan usai berhubungan seksual (bilas dari arah depan ke belakang, bukan sebaliknya) Keringkan dengan baik vagina Anda sebelum berpakaian Pilih bahan pakaian dalam yang nyaman, menyerap keringat, dan diganti 2 kali sehari Jangan menggunakan produk perawatan vagina yang bisa memicu iritasi, contohnay sabun pewangi, pantyliner, spa vagina Jangan mencabuti bulu vagina, cukup dipendekkan agar tidak terlalu lebat Jangan melakukan aktifitas seks yang berisiko Jangan stres berlebihan Semoga membantu ya.."
